SubjTrial,SubjectID,ExpNum,ItemNum,Response,TargetWord,TrialType,Syllogism,ListNum,premise1,premise2,conclusion,loadtime,digitMatch,RT,SyllogismSimple,ExpectedResponse,ResponseWasCorrect,excl.subj,excl.trial
43_18,43,Pilot-3,18,1,whales,Valid Filler,Barbara,1,All whales are mammals ,All orcas are whales ,All orcas are mammals,1750,NA,8549,Barbara,1,1,0,0
43_19,43,Pilot-3,19,0,spices,Invalid Filler,Dimatis*,1,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,1750,NA,8585,Dimatis,0,1,0,0
43_20,43,Pilot-3,20,1,lunches,Polysemy,Darii,1,All lunches are less than three hours long,Some sandwiches are lunches,Some sandwiches are less than three hours long,1750,NA,10607,Darii,0,0,0,0
43_21,43,Pilot-3,21,1,admissions,Homonymy,Barbara,1,All guilty pleas are admissions,All admissions are ticketed,All guilty pleas are ticketed,1750,NA,8196,Barbara,0,0,0,0
43_22,43,Pilot-3,22,1,suitcases,Valid Filler,Dimatis,1,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,1750,NA,8520,Dimatis,1,1,0,0
43_23,43,Pilot-3,23,0,peppers,Invalid Filler,Dimatis*,1,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,1750,NA,8573,Dimatis,0,1,0,0
43_24,43,Pilot-3,24,1,colors,Invalid Filler,Disamis*,1,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,1750,NA,9425,Disamis,0,0,0,0
43_25,43,Pilot-3,25,1,examinations,Polysemy,Disamis,1,Some examinations are life saving,All examinations are graded assignments,Some graded assignments are life saving,1750,NA,8557,Disamis,0,0,0,0
43_26,43,Pilot-3,26,1,tapes,Homonymy,Darii,1,All tapes are recordings,Some adhesives are tapes,Some adhesives are recordings,1750,NA,8356,Darii,0,0,0,0
43_27,43,Pilot-3,27,1,dinosaurs,Valid Filler,Barbara,1,All dinosaurs were reptiles,All pterodactyls are dinosaurs,All pterodactyls were reptiles ,1750,NA,9072,Barbara,1,1,0,0
43_28,43,Pilot-3,28,1,phones,Valid Filler,Barbara,1,All phones can make calls ,All iPhones are phones ,All iPhones can make calls ,1750,NA,8975,Barbara,1,1,0,0
43_29,43,Pilot-3,29,1,newspapers,Polysemy,Dimatis,1,Some recyclables are newspapers,All newspapers employ reporters,Some recyclables employ reporters,1750,NA,8541,Dimatis,0,0,0,0
43_30,43,Pilot-3,30,1,buildings,Invalid Filler,Barbara*,1,All hotels are buildings ,All hospitals are buildings ,All hospitals are hotels ,1750,NA,10293,Barbara,0,0,0,0
43_31,43,Pilot-3,31,1,dates,Homonymy,Disamis,1,Some dates are prime numbers,All dates are opportunities for romance,Some opportunities for romance are prime numbers,1750,NA,9166,Disamis,0,0,0,0
43_32,43,Pilot-3,32,1,grapes,Valid Filler,Disamis,1,Some grapes are red ,All grapes are fruits ,Some fruits are red ,1750,NA,8259,Disamis,1,1,0,0
43_33,43,Pilot-3,33,1,swords,Valid Filler,Disamis,1,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,1750,NA,8455,Disamis,1,1,0,0
43_34,43,Pilot-3,34,1,ponies,Valid Filler,Datisi,1,All ponies neigh,Some ponies are colts,Some colts neigh,1750,NA,8542,Datisi,1,1,0,0
43_35,43,Pilot-3,35,1,statues,Valid Filler,Datisi,1,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,1750,NA,8419,Datisi,1,1,0,0
43_36,43,Pilot-3,36,1,widows,Valid Filler,Dimatis,1,Some mothers are widows ,All widows are women,Some women are mothers,1750,NA,8567,Dimatis,1,1,0,0
43_37,43,Pilot-3,37,0,steaks,Invalid Filler,Disamis*,1,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,1750,NA,8791,Disamis,0,1,0,0
43_38,43,Pilot-3,38,1,clowns,Valid Filler,Darii,1,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,1750,NA,8276,Darii,1,1,0,0
43_39,43,Pilot-3,39,0,injuries,Invalid Filler,Dimatis*,1,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,1750,NA,8722,Dimatis,0,1,0,0
43_40,43,Pilot-3,40,0,thieves,Invalid Filler,Dimatis*,1,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,1750,NA,110470,Dimatis,0,1,0,0
43_41,43,Pilot-3,41,0,tracks,Homonymy,Darii,1,All tracks are prints left by animals,Some race courses are tracks ,Some race courses are prints left by animals,1750,NA,8732,Darii,0,1,0,0
43_42,43,Pilot-3,42,1,stones,Invalid Filler,Datisi*,1,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,1750,NA,9123,Datisi,0,0,0,0
43_43,43,Pilot-3,43,1,columns,Homonymy,Datisi,1,All columns are architectural,Some columns are gossip articles,Some gossip articles are architectural,1750,NA,8703,Datisi,0,0,0,0
43_44,43,Pilot-3,44,1,movements,Homonymy,Barbara,1,All movements aim for social change,All reflexes are movements,All reflexes aim for social change,1750,NA,8686,Barbara,0,0,0,0
43_45,43,Pilot-3,45,0,organs,Invalid Filler,Barbara*,1,All hearts are organs ,All lungs are organs ,All lungs are hearts,1750,NA,8523,Barbara,0,1,0,0
43_46,43,Pilot-3,46,1,actors,Invalid Filler,Datisi*,1,All male leads are actors,Some actors are women,Some women are male leads,1750,NA,10668,Datisi,0,0,0,0
43_47,43,Pilot-3,47,1,magazines,Polysemy,Darii,1,All magazines are flammable,Some subscriptions are magazines,Some subscriptions are flammable,1750,NA,8147,Darii,0,0,0,0
43_48,43,Pilot-3,48,1,liars,Valid Filler,Dimatis,1,Some criminals are liars ,All liars are humans,Some humans are criminals ,1750,NA,8435,Dimatis,1,1,0,0
43_49,43,Pilot-3,49,0,classes,Polysemy,Disamis,1,Some classes are an hour long,All classes are groups of students,Some groups of students are an hour long,1750,NA,8321,Disamis,0,1,0,0
43_50,43,Pilot-3,50,1,negotiations,Valid Filler,Barbara,1,All negotiations aim to reach agreement  ,All union bargainings are negotiations ,All union bargainings aim to reach agreement,1750,NA,8414,Barbara,1,1,0,0
43_51,43,Pilot-3,51,0,antiques,Invalid Filler,Darii*,1,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,1750,NA,8641,Darii,0,1,0,0
43_52,43,Pilot-3,52,1,books,Polysemy,Dimatis,1,Some doorstops are books,All books are intellectual property,Some intellectual property is a doorstop,1750,NA,8537,Dimatis,0,0,0,0
43_53,43,Pilot-3,53,1,dances,Invalid Filler,Darii*,1,All polkas are dances ,Some mating rituals are dances ,Some mating rituals are polkas ,1750,NA,8144,Darii,0,0,0,0
43_54,43,Pilot-3,54,0,shapes,Invalid Filler,Disamis*,1,Some shapes are triangles,All squares are shapes,Some squares are triangles,1750,NA,8569,Disamis,0,1,0,0
43_55,43,Pilot-3,55,1,sausages,Invalid Filler,Datisi*,1,All hot dogs are sausages,Some sausages are salamis,Some hot dogs are salamis,1750,NA,10512,Datisi,0,0,0,0
43_56,43,Pilot-3,56,0,funerals,Invalid Filler,Datisi*,1,All open-casket services are funerals,Some funerals are cremations,Some cremations are open-casket services,1750,NA,8590,Datisi,0,1,0,0
43_57,43,Pilot-3,57,1,singers,Valid Filler,Darii,1,All singers have an ideal vocal range ,Some guitarists are singers,Some guitarists have an ideal vocal range,1750,NA,8663,Darii,1,1,0,0
43_58,43,Pilot-3,58,0,mothers,Invalid Filler,Darii*,1,All grandmothers are mothers ,Some teens are mothers,Some grandmothers are teens,1750,NA,10099,Darii,0,1,0,0
43_59,43,Pilot-3,59,0,clocks,Invalid Filler,Barbara*,1,All watches are clocks ,All sundials are clocks ,All watches are sundials ,1750,NA,9142,Barbara,0,1,0,0
43_60,43,Pilot-3,60,1,drivers,Invalid Filler,Barbara*,1,All long-haul truckers are drivers,All chauffeurs are drivers,All chauffeurs are long-haul truckers ,1750,NA,21077,Barbara,0,0,0,0
44_1,44,Pilot-3,1,1,mugs,Valid Filler,Datisi,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,1750,NA,14478,Datisi,1,1,0,0
44_2,44,Pilot-3,2,0,burgers,Valid Filler,Disamis,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,1750,NA,12420,Disamis,1,0,0,0
44_3,44,Pilot-3,3,1,dresses,Invalid Filler,Darii*,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,1750,NA,14582,Darii,0,0,0,0
44_4,44,Pilot-3,4,1,trucks,Valid Filler,Dimatis,1,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,1750,NA,9330,Dimatis,1,1,0,0
44_5,44,Pilot-3,5,1,poets,Valid Filler,Datisi,1,All poets are writers ,Some poets are teachers,Some teachers are writers,1750,NA,12893,Datisi,1,1,0,0
44_6,44,Pilot-3,6,1,doughnuts,Valid Filler,Darii,1,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,1750,NA,8726,Darii,1,1,0,0
44_7,44,Pilot-3,7,1,dolls,Valid Filler,Darii,1,All dolls are man made,Some toys are dolls ,Some toys are man made,1750,NA,10466,Darii,1,1,0,0
44_8,44,Pilot-3,8,0,arms,Homonymy,Disamis,1,Some arms are high caliber,All arms have elbows,Some elbows are high caliber,1750,NA,17266,Disamis,0,1,0,0
44_9,44,Pilot-3,9,0,toilets,Invalid Filler,Disamis*,1,Some toilets are coed,All urinals are toilets,Some urinals are coed,1750,NA,9511,Disamis,0,1,0,0
44_10,44,Pilot-3,10,0,dinners,Polysemy,Barbara,1,All dinners are after lunch,All Thanksgiving turkeys are dinners,All Thanksgiving turkeys are after lunch,1750,NA,11170,Barbara,0,1,0,0
44_11,44,Pilot-3,11,1,rifles,Valid Filler,Disamis,1,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,1750,NA,9866,Disamis,1,1,0,0
44_12,44,Pilot-3,12,0,chickens,Polysemy,Datisi,1,All chickens lay eggs,Some chickens are roasts,Some roasts lay eggs,1750,NA,9982,Datisi,0,1,0,0
44_13,44,Pilot-3,13,0,boards,Homonymy,Dimatis,1,Some committees are boards,All boards are rectangles,Some rectangles are committees,1750,NA,12576,Dimatis,0,1,0,0
44_14,44,Pilot-3,14,0,foundations,Homonymy,Dimatis,1,Some concrete slabs are foundations,All foundations are non-profits,Some non-profits are concrete slabs,1750,NA,9401,Dimatis,0,1,0,0
44_15,44,Pilot-3,15,0,panels,Homonymy,Datisi,1,All panels have judges,Some panels are electronics,Some electronics have judges,1750,NA,10063,Datisi,0,1,0,0
44_16,44,Pilot-3,16,0,oil,Polysemy,Datisi,1,All oil is extracted from the earth,Some oil is saturated fat,Some saturated fat is extracted from the earth,1750,NA,14377,Datisi,0,1,0,0
44_17,44,Pilot-3,17,0,dreams,Polysemy,Barbara,1,All dreams are goals,All nightmares are dreams,All nightmares are goals,1750,NA,9150,Barbara,0,1,0,0
44_18,44,Pilot-3,18,1,whales,Valid Filler,Barbara,1,All whales are mammals ,All orcas are whales ,All orcas are mammals,1750,NA,8908,Barbara,1,1,0,0
44_19,44,Pilot-3,19,0,spices,Invalid Filler,Dimatis*,1,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,1750,NA,16311,Dimatis,0,1,0,0
44_20,44,Pilot-3,20,0,lunches,Polysemy,Darii,1,All lunches are less than three hours long,Some sandwiches are lunches,Some sandwiches are less than three hours long,1750,NA,10912,Darii,0,1,0,0
44_21,44,Pilot-3,21,0,admissions,Homonymy,Barbara,1,All guilty pleas are admissions,All admissions are ticketed,All guilty pleas are ticketed,1750,NA,9363,Barbara,0,1,0,0
44_22,44,Pilot-3,22,1,suitcases,Valid Filler,Dimatis,1,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,1750,NA,8715,Dimatis,1,1,0,0
44_23,44,Pilot-3,23,1,peppers,Invalid Filler,Dimatis*,1,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,1750,NA,8982,Dimatis,0,0,0,0
44_24,44,Pilot-3,24,1,colors,Invalid Filler,Disamis*,1,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,1750,NA,9161,Disamis,0,0,0,0
44_25,44,Pilot-3,25,0,examinations,Polysemy,Disamis,1,Some examinations are life saving,All examinations are graded assignments,Some graded assignments are life saving,1750,NA,8965,Disamis,0,1,0,0
44_26,44,Pilot-3,26,0,tapes,Homonymy,Darii,1,All tapes are recordings,Some adhesives are tapes,Some adhesives are recordings,1750,NA,9548,Darii,0,1,0,0
44_27,44,Pilot-3,27,0,dinosaurs,Valid Filler,Barbara,1,All dinosaurs were reptiles,All pterodactyls are dinosaurs,All pterodactyls were reptiles ,1750,NA,10611,Barbara,1,0,0,0
44_28,44,Pilot-3,28,1,phones,Valid Filler,Barbara,1,All phones can make calls ,All iPhones are phones ,All iPhones can make calls ,1750,NA,9958,Barbara,1,1,0,0
44_29,44,Pilot-3,29,0,newspapers,Polysemy,Dimatis,1,Some recyclables are newspapers,All newspapers employ reporters,Some recyclables employ reporters,1750,NA,11679,Dimatis,0,1,0,0
44_30,44,Pilot-3,30,0,buildings,Invalid Filler,Barbara*,1,All hotels are buildings ,All hospitals are buildings ,All hospitals are hotels ,1750,NA,9355,Barbara,0,1,0,0
44_31,44,Pilot-3,31,0,dates,Homonymy,Disamis,1,Some dates are prime numbers,All dates are opportunities for romance,Some opportunities for romance are prime numbers,1750,NA,9813,Disamis,0,1,0,0
44_32,44,Pilot-3,32,1,grapes,Valid Filler,Disamis,1,Some grapes are red ,All grapes are fruits ,Some fruits are red ,1750,NA,14422,Disamis,1,1,0,0
44_33,44,Pilot-3,33,1,swords,Valid Filler,Disamis,1,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,1750,NA,11180,Disamis,1,1,0,0
44_34,44,Pilot-3,34,1,ponies,Valid Filler,Datisi,1,All ponies neigh,Some ponies are colts,Some colts neigh,1750,NA,13637,Datisi,1,1,0,0
44_35,44,Pilot-3,35,1,statues,Valid Filler,Datisi,1,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,1750,NA,43131,Datisi,1,1,0,0
44_36,44,Pilot-3,36,1,widows,Valid Filler,Dimatis,1,Some mothers are widows ,All widows are women,Some women are mothers,1750,NA,10005,Dimatis,1,1,0,0
44_37,44,Pilot-3,37,1,steaks,Invalid Filler,Disamis*,1,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,1750,NA,9943,Disamis,0,0,0,0
44_38,44,Pilot-3,38,1,clowns,Valid Filler,Darii,1,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,1750,NA,9692,Darii,1,1,0,0
44_39,44,Pilot-3,39,0,injuries,Invalid Filler,Dimatis*,1,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,1750,NA,10705,Dimatis,0,1,0,0
44_40,44,Pilot-3,40,0,thieves,Invalid Filler,Dimatis*,1,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,1750,NA,17796,Dimatis,0,1,0,0
44_41,44,Pilot-3,41,1,tracks,Homonymy,Darii,1,All tracks are prints left by animals,Some race courses are tracks ,Some race courses are prints left by animals,1750,NA,12440,Darii,0,0,0,0
44_42,44,Pilot-3,42,1,stones,Invalid Filler,Datisi*,1,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,1750,NA,12840,Datisi,0,0,0,0
44_43,44,Pilot-3,43,0,columns,Homonymy,Datisi,1,All columns are architectural,Some columns are gossip articles,Some gossip articles are architectural,1750,NA,14003,Datisi,0,1,0,0
44_44,44,Pilot-3,44,0,movements,Homonymy,Barbara,1,All movements aim for social change,All reflexes are movements,All reflexes aim for social change,1750,NA,10041,Barbara,0,1,0,0
44_45,44,Pilot-3,45,0,organs,Invalid Filler,Barbara*,1,All hearts are organs ,All lungs are organs ,All lungs are hearts,1750,NA,12199,Barbara,0,1,0,0
44_46,44,Pilot-3,46,0,actors,Invalid Filler,Datisi*,1,All male leads are actors,Some actors are women,Some women are male leads,1750,NA,8291,Datisi,0,1,0,0
44_47,44,Pilot-3,47,1,magazines,Polysemy,Darii,1,All magazines are flammable,Some subscriptions are magazines,Some subscriptions are flammable,1750,NA,19766,Darii,0,0,0,0
44_48,44,Pilot-3,48,0,liars,Valid Filler,Dimatis,1,Some criminals are liars ,All liars are humans,Some humans are criminals ,1750,NA,12567,Dimatis,1,0,0,0
44_49,44,Pilot-3,49,0,classes,Polysemy,Disamis,1,Some classes are an hour long,All classes are groups of students,Some groups of students are an hour long,1750,NA,28144,Disamis,0,1,0,0
44_50,44,Pilot-3,50,0,negotiations,Valid Filler,Barbara,1,All negotiations aim to reach agreement  ,All union bargainings are negotiations ,All union bargainings aim to reach agreement,1750,NA,17229,Barbara,1,0,0,0
44_51,44,Pilot-3,51,0,antiques,Invalid Filler,Darii*,1,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,1750,NA,9971,Darii,0,1,0,0
44_52,44,Pilot-3,52,0,books,Polysemy,Dimatis,1,Some doorstops are books,All books are intellectual property,Some intellectual property is a doorstop,1750,NA,10240,Dimatis,0,1,0,0
44_53,44,Pilot-3,53,0,dances,Invalid Filler,Darii*,1,All polkas are dances ,Some mating rituals are dances ,Some mating rituals are polkas ,1750,NA,9140,Darii,0,1,0,0
44_54,44,Pilot-3,54,1,shapes,Invalid Filler,Disamis*,1,Some shapes are triangles,All squares are shapes,Some squares are triangles,1750,NA,8272,Disamis,0,0,0,0
44_55,44,Pilot-3,55,1,sausages,Invalid Filler,Datisi*,1,All hot dogs are sausages,Some sausages are salamis,Some hot dogs are salamis,1750,NA,8284,Datisi,0,0,0,0
44_56,44,Pilot-3,56,0,funerals,Invalid Filler,Datisi*,1,All open-casket services are funerals,Some funerals are cremations,Some cremations are open-casket services,1750,NA,8949,Datisi,0,1,0,0
44_57,44,Pilot-3,57,1,singers,Valid Filler,Darii,1,All singers have an ideal vocal range ,Some guitarists are singers,Some guitarists have an ideal vocal range,1750,NA,8606,Darii,1,1,0,0
44_58,44,Pilot-3,58,1,mothers,Invalid Filler,Darii*,1,All grandmothers are mothers ,Some teens are mothers,Some grandmothers are teens,1750,NA,10055,Darii,0,0,0,0
44_59,44,Pilot-3,59,1,clocks,Invalid Filler,Barbara*,1,All watches are clocks ,All sundials are clocks ,All watches are sundials ,1750,NA,11846,Barbara,0,0,0,0
44_60,44,Pilot-3,60,0,drivers,Invalid Filler,Barbara*,1,All long-haul truckers are drivers,All chauffeurs are drivers,All chauffeurs are long-haul truckers ,1750,NA,8630,Barbara,0,1,0,0
45_1,45,Pilot-3,1,1,mugs,Valid Filler,Datisi,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,750,NA,8910,Datisi,1,1,0,0
45_2,45,Pilot-3,2,1,burgers,Valid Filler,Disamis,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,750,NA,8152,Disamis,1,1,0,0
45_3,45,Pilot-3,3,1,dresses,Invalid Filler,Darii*,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,750,NA,11904,Darii,0,0,0,0
45_4,45,Pilot-3,4,1,trucks,Valid Filler,Dimatis,1,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,750,NA,6700,Dimatis,1,1,0,0
45_5,45,Pilot-3,5,1,poets,Valid Filler,Datisi,1,All poets are writers ,Some poets are teachers,Some teachers are writers,750,NA,7937,Datisi,1,1,0,0
45_6,45,Pilot-3,6,1,doughnuts,Valid Filler,Darii,1,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,750,NA,7072,Darii,1,1,0,0
45_7,45,Pilot-3,7,1,dolls,Valid Filler,Darii,1,All dolls are man made,Some toys are dolls ,Some toys are man made,750,NA,15968,Darii,1,1,0,0
45_8,45,Pilot-3,8,0,arms,Homonymy,Disamis,1,Some arms are high caliber,All arms have elbows,Some elbows are high caliber,750,NA,7161,Disamis,0,1,0,0
45_9,45,Pilot-3,9,1,toilets,Invalid Filler,Disamis*,1,Some toilets are coed,All urinals are toilets,Some urinals are coed,750,NA,14772,Disamis,0,0,0,0
45_10,45,Pilot-3,10,1,dinners,Polysemy,Barbara,1,All dinners are after lunch,All Thanksgiving turkeys are dinners,All Thanksgiving turkeys are after lunch,750,NA,13076,Barbara,0,0,0,0
45_11,45,Pilot-3,11,1,rifles,Valid Filler,Disamis,1,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,750,NA,6834,Disamis,1,1,0,0
45_12,45,Pilot-3,12,0,chickens,Polysemy,Datisi,1,All chickens lay eggs,Some chickens are roasts,Some roasts lay eggs,750,NA,6733,Datisi,0,1,0,0
45_13,45,Pilot-3,13,0,boards,Homonymy,Dimatis,1,Some committees are boards,All boards are rectangles,Some rectangles are committees,750,NA,8383,Dimatis,0,1,0,0
45_14,45,Pilot-3,14,0,foundations,Homonymy,Dimatis,1,Some concrete slabs are foundations,All foundations are non-profits,Some non-profits are concrete slabs,750,NA,7365,Dimatis,0,1,0,0
45_15,45,Pilot-3,15,0,panels,Homonymy,Datisi,1,All panels have judges,Some panels are electronics,Some electronics have judges,750,NA,9026,Datisi,0,1,0,0
45_16,45,Pilot-3,16,1,oil,Polysemy,Datisi,1,All oil is extracted from the earth,Some oil is saturated fat,Some saturated fat is extracted from the earth,750,NA,7019,Datisi,0,0,0,0
45_17,45,Pilot-3,17,0,dreams,Polysemy,Barbara,1,All dreams are goals,All nightmares are dreams,All nightmares are goals,750,NA,6841,Barbara,0,1,0,0
45_18,45,Pilot-3,18,1,whales,Valid Filler,Barbara,1,All whales are mammals ,All orcas are whales ,All orcas are mammals,750,NA,6682,Barbara,1,1,0,0
45_19,45,Pilot-3,19,1,spices,Invalid Filler,Dimatis*,1,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,750,NA,6834,Dimatis,0,0,0,0
45_20,45,Pilot-3,20,0,lunches,Polysemy,Darii,1,All lunches are less than three hours long,Some sandwiches are lunches,Some sandwiches are less than three hours long,750,NA,10379,Darii,0,1,0,0
45_21,45,Pilot-3,21,1,admissions,Homonymy,Barbara,1,All guilty pleas are admissions,All admissions are ticketed,All guilty pleas are ticketed,750,NA,9317,Barbara,0,0,0,0
45_22,45,Pilot-3,22,1,suitcases,Valid Filler,Dimatis,1,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,750,NA,6638,Dimatis,1,1,0,0
45_23,45,Pilot-3,23,1,peppers,Invalid Filler,Dimatis*,1,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,750,NA,8220,Dimatis,0,0,0,0
45_24,45,Pilot-3,24,0,colors,Invalid Filler,Disamis*,1,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,750,NA,12771,Disamis,0,1,0,0
45_25,45,Pilot-3,25,0,examinations,Polysemy,Disamis,1,Some examinations are life saving,All examinations are graded assignments,Some graded assignments are life saving,750,NA,7216,Disamis,0,1,0,0
45_26,45,Pilot-3,26,0,tapes,Homonymy,Darii,1,All tapes are recordings,Some adhesives are tapes,Some adhesives are recordings,750,NA,6640,Darii,0,1,0,0
45_27,45,Pilot-3,27,1,dinosaurs,Valid Filler,Barbara,1,All dinosaurs were reptiles,All pterodactyls are dinosaurs,All pterodactyls were reptiles ,750,NA,6380,Barbara,1,1,0,0
45_28,45,Pilot-3,28,1,phones,Valid Filler,Barbara,1,All phones can make calls ,All iPhones are phones ,All iPhones can make calls ,750,NA,7463,Barbara,1,1,0,0
45_29,45,Pilot-3,29,0,newspapers,Polysemy,Dimatis,1,Some recyclables are newspapers,All newspapers employ reporters,Some recyclables employ reporters,750,NA,7446,Dimatis,0,1,0,0
45_30,45,Pilot-3,30,0,buildings,Invalid Filler,Barbara*,1,All hotels are buildings ,All hospitals are buildings ,All hospitals are hotels ,750,NA,6517,Barbara,0,1,0,0
45_31,45,Pilot-3,31,0,dates,Homonymy,Disamis,1,Some dates are prime numbers,All dates are opportunities for romance,Some opportunities for romance are prime numbers,750,NA,11035,Disamis,0,1,0,0
45_32,45,Pilot-3,32,1,grapes,Valid Filler,Disamis,1,Some grapes are red ,All grapes are fruits ,Some fruits are red ,750,NA,6458,Disamis,1,1,0,0
45_33,45,Pilot-3,33,1,swords,Valid Filler,Disamis,1,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,750,NA,6501,Disamis,1,1,0,0
45_34,45,Pilot-3,34,1,ponies,Valid Filler,Datisi,1,All ponies neigh,Some ponies are colts,Some colts neigh,750,NA,6433,Datisi,1,1,0,0
45_35,45,Pilot-3,35,1,statues,Valid Filler,Datisi,1,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,750,NA,6854,Datisi,1,1,0,0
45_36,45,Pilot-3,36,1,widows,Valid Filler,Dimatis,1,Some mothers are widows ,All widows are women,Some women are mothers,750,NA,6934,Dimatis,1,1,0,0
45_37,45,Pilot-3,37,1,steaks,Invalid Filler,Disamis*,1,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,750,NA,10573,Disamis,0,0,0,0
45_38,45,Pilot-3,38,1,clowns,Valid Filler,Darii,1,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,750,NA,6638,Darii,1,1,0,0
45_39,45,Pilot-3,39,0,injuries,Invalid Filler,Dimatis*,1,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,750,NA,8991,Dimatis,0,1,0,0
45_40,45,Pilot-3,40,0,thieves,Invalid Filler,Dimatis*,1,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,750,NA,8268,Dimatis,0,1,0,0
45_41,45,Pilot-3,41,0,tracks,Homonymy,Darii,1,All tracks are prints left by animals,Some race courses are tracks ,Some race courses are prints left by animals,750,NA,10327,Darii,0,1,0,0
45_42,45,Pilot-3,42,0,stones,Invalid Filler,Datisi*,1,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,750,NA,7935,Datisi,0,1,0,0
45_43,45,Pilot-3,43,0,columns,Homonymy,Datisi,1,All columns are architectural,Some columns are gossip articles,Some gossip articles are architectural,750,NA,9219,Datisi,0,1,0,0
45_44,45,Pilot-3,44,0,movements,Homonymy,Barbara,1,All movements aim for social change,All reflexes are movements,All reflexes aim for social change,750,NA,8247,Barbara,0,1,0,0
45_45,45,Pilot-3,45,0,organs,Invalid Filler,Barbara*,1,All hearts are organs ,All lungs are organs ,All lungs are hearts,750,NA,6789,Barbara,0,1,0,0
45_46,45,Pilot-3,46,1,actors,Invalid Filler,Datisi*,1,All male leads are actors,Some actors are women,Some women are male leads,750,NA,10040,Datisi,0,0,0,0
45_47,45,Pilot-3,47,1,magazines,Polysemy,Darii,1,All magazines are flammable,Some subscriptions are magazines,Some subscriptions are flammable,750,NA,9345,Darii,0,0,0,0
45_48,45,Pilot-3,48,1,liars,Valid Filler,Dimatis,1,Some criminals are liars ,All liars are humans,Some humans are criminals ,750,NA,8480,Dimatis,1,1,0,0
45_49,45,Pilot-3,49,0,classes,Polysemy,Disamis,1,Some classes are an hour long,All classes are groups of students,Some groups of students are an hour long,750,NA,7970,Disamis,0,1,0,0
45_50,45,Pilot-3,50,1,negotiations,Valid Filler,Barbara,1,All negotiations aim to reach agreement  ,All union bargainings are negotiations ,All union bargainings aim to reach agreement,750,NA,6768,Barbara,1,1,0,0
45_51,45,Pilot-3,51,0,antiques,Invalid Filler,Darii*,1,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,750,NA,7614,Darii,0,1,0,0
